,FloatWMO,ProfNum,Date,Date_6hr,Lat,Lon,MLD,Surf_T,Surf_S,Surf_O,Oxy_Sat,Oxy_Dev,k_L13,Fp_L13,Fc_L13,Fd_L13,Ft_L13,k_N16,Fp_N16,Fc_N16,Fd_N16,Ft_N16
0,5904989,128.0,2016-02-10 13:22:25.000004,2016-02-10 12:00:00.000000,62.263,-53.548,,0.28278518716494244,34.146952311197914,327.450927734375,94.19,-20.21223599575029,1.9180387625827523e-05,1.2859595440632074e-07,1.0140059616047613e-08,4.1551523592577475e-07,5.542512499481431e-07,2.2071814620421726e-05,-2.4461509482150362e-09,-2.0901577215454346e-08,-4.781538015928817e-07,-5.015015297565511e-07
0,5904989,129.0,2016-02-15 08:54:38.000001,2016-02-15 06:00:00.000000,62.08,-52.973,,0.27315200567245485,34.19697723388672,328.2314758300781,94.42,-19.383137890946557,1.4919803542677071e-05,2.1631350774865065e-08,3.8501603748234275e-09,8.886960880326212e-08,1.143511199529506e-07,1.3359921767220861e-05,-6.971151166966869e-10,-5.958326221751005e-09,-7.957819402239063e-08,-8.623363536083831e-08
0,5904989,130.0,2016-02-20 03:24:52.999998,2016-02-20 06:00:00.000000,61.903,-52.617,,0.014600000654657682,34.12895711263021,330.4000244140625,94.36,-19.743773215762246,2.62428367666801e-05,3.069760951440838e-07,3.503409357405313e-08,5.285929929893318e-07,8.706031817074688e-07,4.163015154491733e-05,-9.425899651679234e-09,-8.030258891487585e-08,-8.38530018662731e-07,-9.282585072292861e-07
0,5904989,131.0,2016-02-24 21:36:23.000002,2016-02-25 00:00:00.000000,61.808,-52.992,,1.2303849458694458,34.10905647277832,323.58880615234375,95.34,-15.814611706712753,3.299532652238452e-05,4.768134434071264e-07,7.409614935198948e-08,5.25865986248721e-07,1.0767755790078368e-06,6.231287241431166e-05,-1.8867935520024423e-08,-1.6275453468117387e-07,-9.931170126748806e-07,-1.174739482876079e-06
0,5904989,132.0,2016-02-29 18:07:13.000004,2016-02-29 18:00:00.000000,61.476,-52.522,,1.812999963760376,34.26687367757162,317.89959716796875,95.17,-16.13116071678735,3.3164652455363686e-05,3.257830496669156e-07,7.090547367188117e-08,3.153010737152128e-07,7.119895970540096e-07,6.227783883128555e-05,-1.776772431112006e-08,-1.5434491235196646e-07,-5.920842824629552e-07,-7.641969191260418e-07
0,5904989,133.0,2016-03-05 12:04:31.000002,2016-03-05 12:00:00.000000,60.646,-52.626,,1.8860000371932983,34.33497873942057,318.7866516113281,95.66,-14.457515343578223,3.586375217969544e-05,4.2241065584968874e-07,9.516017367575459e-08,3.495278823219994e-07,8.670987118474427e-07,7.015863208118359e-05,-2.220973085368406e-08,-1.9317089569455076e-07,-6.837655462003752e-07,-8.9914617274861e-07
0,5904989,134.0,2016-03-10 06:47:38.000000,2016-03-10 06:00:00.000000,60.776,-52.079,,1.6184394359588623,34.32247829437256,319.47845458984375,95.22,-16.050646955024035,5.8604914754468045e-05,1.4154766111951428e-06,6.523931444783322e-07,2.1072989823051942e-07,2.2785996539039942e-06,0.0001475735515617746,-8.321976017853848e-08,-7.218289586443338e-07,-5.306408111404669e-07,-1.3356895299633393e-06
0,5904989,135.0,2016-03-15 06:32:45.999998,2016-03-15 06:00:00.000000,60.565,-51.089,,1.5175764560699463,34.399957021077476,319.5963439941406,95.07,-16.58847067534174,1.5076332921651057e-05,5.6143134467150355e-08,3.495193480849509e-09,2.993820347591224e-07,3.5902036270712225e-07,1.3178266880774235e-05,-6.312391138104325e-10,-5.47296437986542e-09,-2.6169071576411383e-07,-2.677949192577897e-07
0,5904989,136.0,2016-03-20 02:14:51.999997,2016-03-20 00:00:00.000000,59.829,-51.198,,1.9334125220775604,34.46390151977539,319.0612487792969,95.95,-13.457526520838883,1.8939920886461544e-05,7.246739999202143e-08,8.055668374798366e-09,2.385907407097591e-07,3.191138090765789e-07,2.0559897435062432e-05,-1.8159155060869106e-09,-1.5816959773686265e-08,-2.589979750894662e-07,-2.7663085036923937e-07
0,5904989,138.0,2016-03-29 14:32:54.000002,2016-03-29 12:00:00.000000,59.138,-51.575,,3.3600637912750244,34.822452545166016,298.1868591308594,93.15,-21.92880207495773,3.856809146872207e-06,1.176610898082106e-09,1.4815740763330803e-11,8.143380050397954e-08,8.262522714282498e-08,8.198477414588213e-07,-0.0,-0.0,-1.7310505881718195e-08,-1.7310505881718195e-08
0,5904989,139.0,2016-04-03 08:33:26.000004,2016-04-03 06:00:00.000000,59.694,-50.662,,2.457583427429199,34.612247467041016,317.1621856689453,96.75,-10.66350482204058,3.2106649997779126e-05,1.7019353088300174e-07,5.8350183085274544e-08,1.1983972665296508e-07,3.4838344062124137e-07,5.823881561120785e-05,-1.496080754944635e-08,-1.3112352300716e-07,-2.1737938227508638e-07,-3.634637128316927e-07
0,5904989,140.0,2016-04-08 02:39:40.000002,2016-04-08 00:00:00.000000,59.631,-50.85,,3.2361937761306763,34.73010444641113,306.0727233886719,95.26,-15.237275437623794,6.749593304952843e-05,3.1047987491808224e-06,9.432678574772152e-07,7.111843978683428e-07,4.75925100452638e-06,0.0001781532030292327,-1.0642717681056435e-07,-9.404954357804539e-07,-1.87714685463626e-06,-2.9240694672272784e-06
0,5904989,141.0,2016-04-12 20:41:13.999999,2016-04-12 18:00:00.000000,59.161,-51.545,,3.157811085383097,34.6974843343099,317.3286437988281,98.55,-4.677755334452172,6.9631628317329826e-06,3.615385819086251e-09,1.4809567527505684e-10,8.300979732507884e-08,8.677327881944014e-08,2.6868007068731555e-06,-5.21838572670463e-17,-4.606986251224603e-16,-3.20300971727975e-08,-3.203009768567998e-08
0,5904989,194.0,2016-12-22 11:53:41.999998,2016-12-22 12:00:00.000000,58.115,-55.915,,3.348628044128418,34.75584030151367,298.82830810546875,93.28,-21.538292170689488,2.1515382130328035e-05,1.293957024197247e-07,1.129088564486598e-08,3.779655286556514e-07,5.18652116720242e-07,2.551893754439456e-05,-2.628957498077875e-09,-2.326077434903618e-08,-4.482968817970324e-07,-4.7418661364414646e-07
0,5904989,195.0,2016-12-27 07:24:10.000002,2016-12-27 06:00:00.000000,58.455,-55.964,,3.287054975827535,34.770853678385414,300.0207977294922,93.52,-20.791043580620965,3.982870841462763e-05,8.569647632297984e-07,1.224699905729986e-07,7.538011845077498e-07,1.733235938310547e-06,8.074509899806214e-05,-2.6448150837377918e-08,-2.3390401150970506e-07,-1.5281879250089122e-06,-1.7885400873559952e-06
0,5904989,196.0,2017-01-01 04:03:11.999995,2017-01-01 06:00:00.000000,58.852,-55.837,,3.4448140462239585,34.8049685160319,297.8740234375,93.23,-21.62371739680208,2.0352088503245352e-05,1.2600386179764788e-07,9.016754589733976e-09,4.1967059928791174e-07,5.546912156752936e-07,2.277508486421436e-05,-2.0386015433286437e-09,-1.806003935807315e-08,-4.696340384071039e-07,-4.897326793085057e-07
0,5904989,197.0,2017-01-05 22:38:27.999999,2017-01-06 00:00:00.000000,59.084,-55.733,,3.2790698409080505,34.80062389373779,298.8025207519531,93.14,-21.999463282536,5.190789896386809e-05,1.2255121752911542e-06,3.4080117738843334e-07,4.899770088839053e-07,2.056290361563493e-06,0.00012051290934735398,-5.25302544905594e-08,-4.646406136794328e-07,-1.137563955247274e-06,-1.6547348234172662e-06
0,5904989,198.0,2017-01-10 18:41:23.000003,2017-01-10 18:00:00.000000,59.46,-55.478,,3.3354583581288657,34.82967313130697,296.9252624511719,92.71,-23.365007172531364,5.0445348341421845e-05,2.11637559261055e-06,3.0335610096874097e-07,1.229538091257427e-06,3.649269784836718e-06,0.00011537140504200072,-5.053419262725566e-08,-4.4731617467254903e-07,-2.8120241371105765e-06,-3.3098745044103812e-06
0,5904989,199.0,2017-01-15 15:30:07.000003,2017-01-15 18:00:00.000000,59.651,-55.194,,3.17425000667572,34.81479072570801,298.275634765625,92.75,-23.31479483606489,4.018468362440938e-05,8.768266496050107e-07,1.2834889152569888e-07,7.527027117469967e-07,1.7578782528777062e-06,8.198287322759007e-05,-2.7150683277191847e-08,-2.3994529364236956e-07,-1.5356281406116041e-06,-1.8027241175311655e-06
0,5904989,200.0,2017-01-20 10:50:41.000000,2017-01-20 12:00:00.000000,59.739,-54.862,,3.3365365664164224,34.851871490478516,293.1611328125,91.55,-27.066838086201415,1.6166034140415346e-05,7.985023304803629e-08,3.751985457157118e-09,4.1640883116798876e-07,5.000110496731822e-07,1.4414175431377117e-05,-6.714513467532387e-10,-5.944574347710698e-09,-3.712840076605132e-07,-3.7790003335497714e-07
0,5904989,201.0,2017-01-25 04:49:12.000002,2017-01-25 06:00:00.000000,60.04,-54.569,,3.1959495544433594,34.80065689086914,302.1315002441406,93.99,-19.322736006235175,8.462614533900273e-05,8.422463615657166e-06,2.2689465345571906e-06,1.4434359690763922e-06,1.213484611929075e-05,0.000264335059098258,-2.089879923691389e-07,-1.8471158920070104e-06,-4.508662549403734e-06,-6.5647664337798835e-06
0,5904989,202.0,2017-01-30 04:03:32.000002,2017-01-30 06:00:00.000000,60.432,-55.962,,3.105980396270752,34.56029256184896,304.70465087890625,94.41,-18.046878307020677,2.108089393668892e-05,6.133144217729232e-08,1.0709379182417591e-08,1.527159855271845e-07,2.247568068868944e-07,2.4655997763128426e-05,-2.431491187848246e-09,-2.1433539209321022e-08,-1.7861505346312802e-07,-2.0248008386029728e-07
0,5904989,203.0,2017-02-03 23:15:15.999997,2017-02-04 00:00:00.000000,60.563,-57.397,,2.8524092038472495,34.425820668538414,307.5440979003906,94.6,-17.557564817985906,3.295175914359198e-05,3.853004045021996e-07,6.172150794984945e-08,4.4767167978809024e-07,8.946935922401393e-07,6.065458242306864e-05,-1.5895823150874037e-08,-1.3964587720042463e-07,-8.240330563796532e-07,-9.79574756730952e-07
0,5904989,204.0,2017-02-08 18:02:18.999998,2017-02-08 18:00:00.000000,60.413,-56.674,,3.0352500677108765,34.51184844970703,304.2648620605469,94.07,-19.166229484550513,3.1875915899231954e-05,3.9548134498792417e-07,5.3236650261408016e-08,5.187218039331574e-07,9.674397991824895e-07,5.647905537735615e-05,-1.3747050667103416e-08,-1.2105546501707104e-07,-9.19092570779709e-07,-1.0538950864638835e-06
0,5904989,205.0,2017-02-13 12:25:34.000000,2017-02-13 12:00:00.000000,60.644,-56.89,,1.3127789497375488,34.200026194254555,319.7911376953125,94.49,-18.664336909974224,1.2546289030136306e-05,4.0475002101845743e-08,1.7580336063312585e-09,3.0645444449830786e-07,3.4868748020648487e-07,9.175699357473233e-06,-2.2782417991077146e-10,-1.9682142200979816e-09,-2.241247465863133e-07,-2.2632078498632205e-07
0,5904989,206.0,2017-02-18 06:33:40.000004,2017-02-18 06:00:00.000000,60.876,-55.927,,2.1059999465942383,34.364792823791504,313.9930114746094,94.77,-17.343199088606013,2.6036395867500292e-05,1.7321186215342028e-07,2.6986145298868975e-08,2.9948925371380634e-07,4.996872611660957e-07,3.8659739375769327e-05,-6.895142573462028e-09,-6.011401966097391e-08,-4.4469198245951467e-07,-5.117011446939506e-07
0,5904989,207.0,2017-02-23 01:28:36.999999,2017-02-23 00:00:00.000000,60.212,-55.697,,0.1253166670600573,34.00588035583496,330.9065475463867,94.69,-18.564724514719387,2.1268638534590542e-05,1.441736903091491e-07,1.5369334933328943e-08,3.661015531438878e-07,5.256445783863658e-07,2.725350894690702e-05,-3.902733697143261e-09,-3.325606866070762e-08,-4.6912038764758563e-07,-5.062791900054365e-07
0,5904989,208.0,2017-02-27 20:29:38.000002,2017-02-27 18:00:00.000000,60.219,-55.412,,0.5852441191673279,34.153987884521484,326.59326171875,94.68,-18.34408296234949,3.067236413787069e-05,2.5452616691849553e-07,6.004845768938047e-08,2.601674652846865e-07,5.747420898925625e-07,5.5966942922928966e-05,-1.5616538843466778e-08,-1.338672572738911e-07,-4.7471977101410365e-07,-6.242035671314615e-07
0,5904989,209.0,2017-03-04 14:40:40.999995,2017-03-04 12:00:00.000000,60.351,-54.766,,3.9532071352005005,34.83137130737305,287.3477478027344,91.07,-28.17668970288844,6.377560472866138e-05,4.16617906118725e-06,7.009023567939981e-07,1.5592719441352103e-06,6.4263533621164586e-06,0.0001623345878577858,-8.702620173486399e-08,-7.746972089683895e-07,-3.968974806061563e-06,-4.830698216764817e-06
0,5904989,210.0,2017-03-09 09:20:42.999997,2017-03-09 12:00:00.000000,61.191,-55.521,,0.14624333381652832,34.046592712402344,333.85888671875,95.61,-15.311476794144596,2.1124142050429924e-05,1.117696844859096e-07,1.4937631464242787e-08,2.7185920788770544e-07,3.985665238378578e-07,2.6870480251356473e-05,-3.76879378195884e-09,-3.213195362959098e-08,-3.4581226822167304e-07,-3.8171301563322285e-07
0,5904989,211.0,2017-03-14 03:28:59.000002,2017-03-14 06:00:00.000000,61.588,-54.648,,0.4106762558221817,34.17990303039551,329.1090393066406,95.0,-17.31623531725961,2.6489261991442724e-05,2.7115378396036744e-07,3.476578351198794e-08,4.527337975214285e-07,7.586533649937839e-07,4.19494161281884e-05,-9.29348381713807e-09,-7.95364426937994e-08,-7.169666891307394e-07,-8.057966156416769e-07
0,5904989,212.0,2017-03-18 23:02:40.000000,2017-03-19 00:00:00.000000,61.882,-54.355,,0.5817437469959259,34.093804359436035,328.5098114013672,95.18,-16.619839796383303,3.5838829775802924e-05,5.371912356872495e-07,1.0953076167567296e-07,4.499265635344979e-07,1.0966485608974204e-06,7.140606064614699e-05,-2.5058960232033228e-08,-2.1470167152515506e-07,-8.964434297391108e-07,-1.136204061496299e-06
0,5904989,213.0,2017-03-23 20:05:40.999998,2017-03-23 18:00:00.000000,61.913,-56.171,,-0.08804411937793095,34.00891304016113,333.5399932861328,94.91,-17.87171755482541,8.93864663155876e-06,1.126628606719777e-08,5.54348072882132e-10,1.4524043618058487e-07,1.5706107032066478e-07,4.842802311457518e-06,-2.166464984067822e-11,-1.8419619625916468e-10,-7.868872649793712e-08,-7.889458734403695e-08
0,5904989,214.0,2017-03-28 14:00:28.999995,2017-03-28 12:00:00.000000,61.313,-57.436,,-0.7400000095367432,33.93495635986328,340.09620666503906,95.08,-17.59673424901183,1.9327413689863046e-05,1.4720837460484702e-07,1.1691570229514363e-08,4.501338572627501e-07,6.090338020971115e-07,2.305829666245272e-05,-2.9541519853976024e-09,-2.492622465726191e-08,-5.370258113749827e-07,-5.649061880176422e-07
0,5904989,215.0,2017-04-02 08:15:08.000000,2017-04-02 06:00:00.000000,61.319,-56.031,,-0.4320448935031891,34.0887827192034,337.49825286865234,95.24,-16.873771453108873,3.020861906600958e-05,4.361655204576103e-07,6.337310890419992e-08,5.407353091321442e-07,1.0402739384939544e-06,5.585757241556995e-05,-1.718748104437433e-08,-1.4568286802462626e-07,-9.998524467968738e-07,-1.1627227958658745e-06
0,5904989,216.0,2017-04-07 02:54:03.000003,2017-04-07 00:00:00.000000,61.763,-56.573,,-0.3032499998807907,34.127089500427246,339.3292541503906,96.11,-13.740707833702572,1.3235790900150579e-05,3.4448468575289004e-08,2.5846126425514204e-09,2.1015314353982233e-07,2.4718622475766276e-07,1.0684935070147134e-05,-4.1758927861383973e-10,-3.5454952605148697e-09,-1.6965156902597846e-07,-1.7361465356510716e-07
0,5904989,217.0,2017-04-11 21:20:41.000000,2017-04-12 00:00:00.000000,61.457,-57.699,,-0.8949908018112183,33.89388084411621,343.9149475097656,95.72,-15.365964930146447,3.0155370586310986e-05,4.018672127740445e-07,6.622482479241794e-08,4.711594722577085e-07,9.392515098241709e-07,5.597902901224743e-05,-1.7787670312952235e-08,-1.4978406245364655e-07,-8.746385553916018e-07,-1.0422102881582006e-06
0,5904989,218.0,2017-04-16 15:37:25.000001,2017-04-16 18:00:00.000000,61.005,-57.599,,-1.218999981880188,33.891302744547524,343.5278015136719,94.79,-18.87304521558349,1.530139066568258e-05,6.474769240719046e-08,5.005044398400062e-09,2.9467805364456933e-07,3.6443079045015984e-07,1.464819437254348e-05,-1.046084314476191e-09,-8.777024759053128e-09,-2.8209863413195147e-07,-2.919217432054808e-07
0,5904989,219.0,2017-04-21 09:41:04.000004,2017-04-21 12:00:00.000000,61.125,-57.492,,-1.1132617890834808,33.9501953125,344.7877502441406,95.45,-16.424504092138363,1.500339515531763e-05,7.509983021166673e-08,4.585745716872967e-09,3.6546241129795004e-07,4.451479872264897e-07,1.4042572838433937e-05,-9.509302402794048e-10,-7.991707279290368e-09,-3.4205807933694404e-07,-3.510007168565138e-07
0,5904989,220.0,2017-04-26 04:33:51.999995,2017-04-26 06:00:00.000000,61.589,-57.93,,-0.9411799907684326,33.95212459564209,344.0367431640625,95.68,-15.520227326807856,4.405468148292201e-05,1.0305311271656158e-06,2.8760908494822065e-07,4.721188106625067e-07,1.7902590227763432e-06,9.973553236629778e-05,-5.050198445015253e-08,-4.2523761233151587e-07,-1.0688312646142272e-06,-1.5445708613958956e-06
0,5904989,221.0,2017-04-30 23:06:54.000002,2017-05-01 00:00:00.000000,61.759,-56.617,,-1.0770000219345093,33.73278045654297,345.44793701171875,95.56,-16.034183222450906,2.5400129858827648e-05,1.850346581988956e-07,3.4825698548022263e-08,2.7718462678455823e-07,4.970449835314761e-07,4.019171006239313e-05,-9.370012248988307e-09,-7.864433425811154e-08,-4.386010707581406e-07,-5.266154172652404e-07
0,5904989,222.0,2017-05-05 18:01:54.999995,2017-05-05 18:00:00.000000,61.931,-55.879,,-0.8949999809265137,33.82091808319092,363.83392333984375,101.21,4.346687776144279,3.493973408479923e-05,1.5780424923646397e-07,1.1688933930755288e-07,-4.2034937327072636e-08,2.326586512169442e-07,7.0158528896901e-05,-2.734398582980458e-08,-2.301235170952387e-07,8.440560417498404e-08,-1.7306189875005926e-07
0,5904989,223.0,2017-05-10 13:40:32.000002,2017-05-10 12:00:00.000000,62.166,-56.165,,-0.571441113948822,33.824381256103514,383.46319580078125,107.59,27.05024270219917,2.2401864364163616e-05,-1.3791308086004435e-07,2.0277922586608766e-08,-4.724489122392091e-07,-5.900840705126447e-07,3.082494437949556e-05,-5.455485168424388e-09,-4.607664568546899e-08,6.500892606609854e-07,5.98557129807092e-07
0,5904989,224.0,2017-05-15 08:35:47.999995,2017-05-15 06:00:00.000000,62.159,-56.324,,0.126045610755682,33.824100494384766,424.4842529296875,121.3,74.52416463216741,5.785028171367035e-06,-1.4275893175544288e-08,1.0086974824940789e-10,-4.4180705340830176e-07,-4.559820768355966e-07,2.0156335021818508e-06,-0.0,-0.0,1.5393548172464376e-07,1.5393548172464376e-07
0,5904989,225.0,2017-05-20 02:32:02.000003,2017-05-20 00:00:00.000000,61.985,-56.123,,0.3255823478102684,33.79746437072754,409.75230407714844,117.67,61.52891457620751,9.700797797782371e-06,-4.7984917003102714e-08,7.255710170395047e-10,-6.109285897602834e-07,-6.581879357463466e-07,5.6358376358235106e-06,-4.203427417567228e-11,-3.5836201278217603e-10,3.5492898736212055e-07,3.545285910751627e-07
0,5904989,226.0,2017-05-24 21:01:28.999999,2017-05-25 00:00:00.000000,61.809,-56.056,,0.9073799967765808,33.85813980102539,373.96046956380206,109.06,31.081393103669825,5.294208527668341e-06,-4.28607020132695e-09,6.570009099286851e-11,-1.6236011546911887e-07,-1.6658048557945295e-07,1.6515559317257555e-06,-0.0,-0.0,5.0649083876716524e-08,5.0649083876716524e-08
0,5904989,227.0,2017-05-29 15:04:44.999996,2017-05-29 18:00:00.000000,61.628,-55.522,,1.6005062460899353,33.92937660217285,366.8883056640625,108.97,30.190572360370993,1.2147726656065343e-05,-3.7783326915459206e-08,1.5019971575650358e-09,-3.5521558240293774e-07,-3.914969121608319e-07,8.529018301694249e-06,-1.7312039694412546e-10,-1.496835896456466e-09,2.4939976747410123e-07,2.477298111807006e-07
0,5904989,228.0,2017-06-03 10:01:03.999999,2017-06-03 12:00:00.000000,61.956,-55.703,,2.708239952723185,33.97038968404134,343.0080261230469,104.77,15.613499453366046,1.5053323811818122e-05,-2.656494510556508e-08,3.0424404786632614e-09,-2.0137105354766468e-07,-2.248935581745665e-07,1.2699078888478449e-05,-5.141708604486949e-10,-4.4953312620439065e-09,1.6987789054601822e-07,1.6486838842352563e-07
0,5904989,229.0,2017-06-08 04:27:50.999998,2017-06-08 06:00:00.000000,61.82,-55.418,,3.5889999866485596,33.9635264078776,333.5113830566406,104.09,13.099247002648951,1.0897492881065926e-05,-1.1839418500651364e-08,7.936654469030788e-10,-1.5283127724010136e-07,-1.6387703029384963e-07,6.494127241589627e-06,-4.9437390950277074e-11,-4.357824053884511e-10,9.107652298780855e-08,9.059130319146982e-08
0,5904989,230.0,2017-06-12 23:04:24.999998,2017-06-13 00:00:00.000000,61.802,-55.197,,3.0259406566619873,34.02995300292969,328.43951416015625,101.15,3.747762967050278,5.430281264901634e-06,-4.687680380099766e-10,5.7399546187465306e-11,-2.204917453034408e-08,-2.2460543022166592e-08,1.63815917707861e-06,-0.0,-0.0,6.65159976838605e-09,6.65159976838605e-09
0,5904989,231.0,2017-06-17 17:07:38.000002,2017-06-17 18:00:00.000000,61.83,-55.25,,3.3300853729248048,33.97509078979492,327.502685546875,101.58,5.089072652991092,1.6616505829697133e-05,-1.0584448377335152e-08,4.1609051469752945e-09,-9.74662783466135e-08,-1.0388982157697336e-07,1.5208193402476897e-05,-7.793453982566895e-10,-6.85397173764467e-09,8.920563844811491e-08,8.157232131221355e-08
0,5904989,232.0,2017-06-22 11:14:07.999998,2017-06-22 12:00:00.000000,62.021,-56.01,,3.9196512699127197,34.02294635772705,324.3693389892578,102.1,6.658675146554856,1.5355187885318592e-05,-1.235994725051727e-08,2.876583482587581e-09,-1.11805782301266e-07,-1.2128914606919568e-07,1.2777374642542253e-05,-4.642609669573027e-10,-4.106588701867588e-09,9.303594188070403e-08,8.846509221187913e-08
0,5904989,233.0,2017-06-27 05:59:34.000003,2017-06-27 06:00:00.000000,62.086,-56.117,,3.8710760116577148,34.14543762207031,320.8633728027344,100.97,3.0730546490414667,1.721884398818329e-05,-1.5365229073304424e-08,4.502165161680521e-09,-1.2133404954452472e-07,-1.3219711345614862e-07,1.6092252149817347e-05,-8.513069848928171e-10,-7.533774864615547e-09,1.1339542427870766e-07,1.0501034242919929e-07
0,5904989,234.0,2017-07-02 00:58:00.999995,2017-07-02 00:00:00.000000,62.118,-55.894,,4.937321662902832,34.04250844319662,322.2457275390625,103.94,12.226579477680446,1.2350953752999397e-05,-1.3460319034370731e-08,1.1109207381974145e-09,-1.510265180532829e-07,-1.633759163494562e-07,8.037744431216469e-06,-9.680539802577744e-11,-8.641791402806391e-10,9.828492428400465e-08,9.732393974569824e-08
0,5904989,235.0,2017-07-06 18:56:35.999998,2017-07-06 18:00:00.000000,62.263,-54.921,,5.2216033935546875,34.06006749471029,321.5685119628906,104.44,13.66623009863298,1.8700447949468558e-05,-5.831123430267909e-08,5.341491951694202e-09,-3.223500556237514e-07,-3.753197979747363e-07,1.8283124681904694e-05,-1.0516247911057537e-09,-9.41210848468736e-09,3.151564216062242e-07,3.0469268833043107e-07
0,5904989,236.0,2017-07-11 13:14:58.000001,2017-07-11 12:00:00.000000,62.254,-54.788,,5.621893088022868,33.95403289794922,313.8304443359375,102.81,8.568799804217633,1.3739208469909597e-05,-1.7860044524613638e-08,1.5551642066697007e-09,-1.7178328681837142e-07,-1.8808816713631535e-07,9.759081977254845e-06,-1.7341115268403684e-10,-1.5561111681048371e-09,1.220191965246306e-07,1.2028967420384174e-07
0,5904989,237.0,2017-07-16 07:39:48.000000,2017-07-16 06:00:00.000000,62.286,-55.048,,5.853778266906739,34.031654357910156,313.1282958984375,103.19,9.689964506180957,3.189714281097989e-05,-1.918717311601605e-07,3.91685850648734e-08,-4.963667740395054e-07,-6.490699201347925e-07,5.227395356882066e-05,-9.784367033585232e-09,-8.802176930822266e-08,8.1346012252592e-07,7.156539861841121e-07
0,5904989,238.0,2017-07-21 02:09:23.999997,2017-07-21 00:00:00.000000,62.305,-55.099,,6.776590665181478,34.003597259521484,308.6849365234375,103.9,11.583480187564646,1.0590509087254322e-05,-9.251311116946161e-09,5.026337839692244e-10,-1.3998249341565114e-07,-1.4873117074862807e-07,5.61864895072983e-06,-1.5464474698498395e-11,-1.401458068985843e-10,7.426578677855646e-08,7.411017649695937e-08
0,5904989,239.0,2017-07-25 20:28:34.999995,2017-07-25 18:00:00.000000,62.382,-55.123,,7.065196355183919,33.93340555826823,303.8630065917969,102.9,8.560703120673224,4.5400148525257904e-06,-7.025000309034116e-10,1.852174150779413e-11,-4.551805163290774e-08,-4.620202992230336e-08,1.0243351462164151e-06,-0.0,-0.0,1.0269953202673107e-08,1.0269953202673107e-08
0,5904989,240.0,2017-07-30 15:04:59.000003,2017-07-30 18:00:00.000000,62.558,-55.426,,7.9031054973602295,33.94915771484375,301.4145965576172,104.03,11.684138395075252,1.6205662900399915e-05,-2.1509423846885967e-08,2.2998516071910965e-09,-1.7571592389739678e-07,-1.9492549613709165e-07,1.275827311704584e-05,-3.2300890253013e-10,-2.951949119401073e-09,1.383363187223706e-07,1.350613607004394e-07
0,5904989,241.0,2017-08-04 09:51:23.000004,2017-08-04 12:00:00.000000,62.733,-55.211,,8.6807648340861,33.966453552246094,291.15374755859375,102.26,6.430361143088703,1.7509769918650784e-05,-1.5091751489910606e-08,2.8536014959542714e-09,-1.2552402173799331e-07,-1.3776217173194965e-07,1.4585188126410648e-05,-4.3914646173922957e-10,-4.03723039087692e-09,1.0455828260097254e-07,1.000819057483564e-07
0,5904989,242.0,2017-08-09 04:35:32.000004,2017-08-09 06:00:00.000000,62.904,-55.211,,7.966250061988831,33.96683979034424,296.1473693847656,102.37,6.863811380343861,3.669088035774903e-05,-1.1001595327849151e-07,5.3539646122231236e-08,-3.3655558533159986e-07,-3.930318924878601e-07,6.528991112018611e-05,-1.3289059363361499e-08,-1.2152141883215159e-07,5.988868089032279e-07,4.640763307077148e-07
0,5904989,243.0,2017-08-13 23:13:14.000000,2017-08-14 00:00:00.000000,62.949,-55.434,,8.399543762207031,33.98589611053467,293.3484191894531,102.4,6.886263893623095,1.4627225243143358e-05,-8.580603273427189e-09,1.4686558703240455e-09,-9.458440341412709e-08,-1.0169635081723024e-07,1.0256117918439635e-05,-1.5548477094355127e-10,-1.4266598442616773e-09,6.63193995125824e-08,6.473725489737717e-08
0,5904989,244.0,2017-08-18 17:25:29.000001,2017-08-18 18:00:00.000000,62.937,-55.497,,8.806705474853516,34.1849250793457,290.11285400390625,102.34,6.628510929332151,2.6765072748272693e-05,-4.27478455385775e-08,1.449849438674225e-08,-2.037994055185818e-07,-2.3204875667041705e-07,3.397736359192811e-05,-3.36730808203836e-09,-3.103425735089181e-08,2.587165208273353e-07,2.2431495539440515e-07
0,5904989,245.0,2017-08-23 11:42:44.999999,2017-08-23 12:00:00.000000,62.932,-55.6,,8.041598320007324,34.131954193115234,293.6177673339844,101.79,5.1687265227686225,2.5025368834108426e-05,-1.9225254910036436e-08,1.2134662609736535e-08,-1.3348835907209054e-07,-1.4057895137239045e-07,3.0320459616039087e-05,-2.7813952452767326e-09,-2.5479404347709912e-08,1.6173301689524827e-07,1.3347221730226163e-07
0,5904989,246.0,2017-08-28 06:02:38.000000,2017-08-28 06:00:00.000000,62.993,-55.933,,7.064000129699707,34.304884592692055,295.9658203125,100.5,1.460074227222492,1.2504525912400577e-05,-2.6501182923403574e-09,9.26488785780422e-10,-4.555838487275609e-08,-4.728201437931602e-08,7.776190662558393e-06,-6.580519850476538e-11,-5.990386690991976e-10,2.833139693024571e-08,2.7666553062641748e-08
