,WMO,Prof,Date,Lat,Lon,O2Inv,O2EqInv
6,4901141.0,7.0,2010-07-18 06:53:00.000000,58.354000091552734,-48.09700012207031,24.487148478902608,30.90758591330373
7,4901141.0,8.0,2010-07-28 09:32:59.999999,58.03499984741211,-47.25400161743164,23.95260743014656,30.50256276153333
8,4901141.0,9.0,2010-08-07 08:44:00.000000,57.61600112915039,-46.6879997253418,23.87587044091431,30.35834098309649
9,4901141.0,10.0,2010-08-17 09:05:00.000000,57.54600143432617,-46.404998779296875,23.358781017170447,30.00050048432212
10,4901141.0,11.0,2010-08-27 09:12:00.000000,57.856998443603516,-46.28499984741211,23.461614733222415,29.720161125931245
11,4901141.0,12.0,2010-09-06 06:45:00.000000,57.840999603271484,-45.222999572753906,23.25838136130562,29.969233788715346
12,4901141.0,13.0,2010-09-16 09:28:00.000000,58.797000885009766,-45.89799880981445,22.66941429202228,29.529929022636907
13,4901141.0,14.0,2010-09-26 06:32:59.999999,58.73500061035156,-45.702999114990234,22.626476016259826,29.37456750002589
14,4901141.0,15.0,2010-10-06 09:14:00.000000,58.448001861572266,-45.933998107910156,22.575933199713194,29.272823628550597
15,4901141.0,16.0,2010-10-16 06:40:59.999999,58.44200134277344,-45.388999938964844,22.425664700988076,29.510570114280387
16,4901141.0,17.0,2010-10-26 09:36:00.000000,58.70800018310547,-45.0369987487793,22.74278654350591,29.89796880875229
17,4901141.0,18.0,2010-11-05 08:15:00.000000,59.680999755859375,-46.625,22.89854447379297,29.813658990493977
18,4901141.0,19.0,2010-11-15 06:30:00.000000,60.95899963378906,-49.858001708984375,23.835795256897608,30.870157576325227
19,4901141.0,20.0,2010-11-25 07:37:00.000000,61.902000427246094,-51.48500061035156,24.149336255823265,30.887820184704566
20,4901141.0,21.0,2010-12-05 07:25:00.000000,61.702999114990234,-51.444000244140625,24.791138831522012,31.390506928120285
21,4901141.0,22.0,2010-12-15 09:04:00.000000,62.24800109863281,-52.492000579833984,24.555425609685955,31.06627838610101
22,4901141.0,23.0,2010-12-25 07:17:59.999999,62.7400016784668,-52.849998474121094,25.491705086121478,32.304851413573815
23,4901141.0,24.0,2011-01-04 08:54:00.000000,62.939998626708984,-53.018001556396484,25.683982577898508,32.83175600310725
24,4901141.0,25.0,2011-01-14 06:58:00.000000,63.64500045776367,-55.46200180053711,25.78234550146598,33.006736161434674
25,4901141.0,26.0,2011-01-24 06:48:00.000000,63.79399871826172,-57.486000061035156,25.79662834355772,33.2167389980695
26,4901141.0,27.0,2011-02-03 07:21:00.000000,63.152000427246094,-58.3129997253418,25.1348413808915,32.476410733475106
27,4901141.0,28.0,2011-02-13 05:16:00.000000,63.183998107910156,-58.35499954223633,24.923627714317078,32.8012745294173
28,4901141.0,29.0,2011-02-23 06:07:00.000000,62.83599853515625,-59.04499816894531,25.395448536851696,33.16700828171625
29,4901141.0,30.0,2011-03-05 06:29:00.000000,62.893001556396484,-59.38199996948242,25.52203217079534,33.52064976042162
30,4901141.0,31.0,2011-03-15 06:40:59.999999,62.98500061035156,-59.39699935913086,26.347267954432372,35.57698191854571
0,4901142.0,1.0,2010-05-18 18:35:00.000000,58.28499984741211,-50.85100173950195,32.17828692187568,32.53529340271823
1,4901142.0,2.0,2010-05-28 17:54:00.000000,58.78200149536133,-50.35100173950195,32.125739526065416,31.81322207389316
2,4901142.0,3.0,2010-06-07 17:59:00.000000,58.71799850463867,-50.698001861572266,32.39435118484471,31.796689896985765
3,4901142.0,4.0,2010-06-17 20:41:00.000000,58.770999908447266,-51.625999450683594,32.04954480108689,31.615902441946616
4,4901142.0,5.0,2010-06-27 18:29:00.000000,58.89699935913086,-51.768001556396484,31.65184754843746,31.375139149252252
5,4901142.0,6.0,2010-07-07 21:02:00.000000,58.957000732421875,-52.25699996948242,31.396932411789894,31.072940316486157
6,4901142.0,7.0,2010-07-17 18:28:00.000000,59.03799819946289,-52.28799819946289,31.08767672333748,31.083401327807994
7,4901142.0,8.0,2010-07-27 21:27:00.000000,59.33599853515625,-52.37300109863281,30.566123927062865,31.057140824330624
8,4901142.0,9.0,2010-08-06 18:29:00.000000,59.638999938964844,-51.768001556396484,29.24391703827656,30.655219381015215
9,4901142.0,10.0,2010-08-16 20:54:00.000000,59.624000549316406,-52.13800048828125,29.302623594441812,30.875427944205047
10,4901142.0,11.0,2010-08-26 18:16:00.000000,59.76499938964844,-53.137001037597656,29.038791759187827,30.54916256724492
11,4901142.0,12.0,2010-09-05 20:59:00.000000,59.0890007019043,-53.14099884033203,29.1486995828192,30.344075524716043
12,4901142.0,13.0,2010-09-15 18:02:00.000000,59.06100082397461,-54.0260009765625,29.06039065057773,30.194807011995586
13,4901142.0,14.0,2010-09-25 20:45:00.000000,59.222999572753906,-52.375999450683594,29.078986120977532,30.352612771623168
14,4901142.0,15.0,2010-10-05 18:27:00.000000,59.35100173950195,-51.03200149536133,29.02742444042888,30.271039539358927
15,4901142.0,16.0,2010-10-15 20:46:00.000000,59.766998291015625,-52.28300094604492,28.909418854463265,30.164224065449705
16,4901142.0,17.0,2010-10-25 18:04:00.000000,60.22700119018555,-53.15599822998047,29.4035201536296,30.56794202387856
17,4901142.0,18.0,2010-11-04 20:42:00.000000,60.40599822998047,-53.2400016784668,29.586875290572173,30.866797932523486
18,4901142.0,19.0,2010-11-14 17:54:00.000000,60.28099822998047,-53.28099822998047,29.719057805671227,30.738575855173348
19,4901142.0,20.0,2010-11-24 21:14:00.000000,59.474998474121094,-53.64099884033203,30.646264097913008,31.26091635491868
20,4901142.0,21.0,2010-12-04 18:12:00.000000,58.99700164794922,-53.3489990234375,31.18134002478653,31.366387512623806
21,4901142.0,22.0,2010-12-14 20:39:00.000000,59.266998291015625,-52.68199920654297,31.573884633139496,31.698841958593153
22,4901142.0,23.0,2010-12-24 18:08:00.000000,59.500999450683594,-50.89799880981445,31.82789781251395,31.76706174297621
23,4901142.0,24.0,2011-01-03 20:38:00.000000,58.63600158691406,-51.441001892089844,31.79627546585479,31.772593663489744
24,4901142.0,25.0,2011-01-13 17:36:00.000000,58.62300109863281,-52.11800003051758,32.14454673642048,32.15242816269796
25,4901142.0,26.0,2011-01-23 19:58:00.000000,58.84600067138672,-51.99800109863281,32.04614156153152,32.30765389731325
26,4901142.0,27.0,2011-02-02 17:19:00.000000,58.30699920654297,-51.72999954223633,31.331369113113077,32.13762168568242
27,4901142.0,28.0,2011-02-12 17:45:00.000000,58.571998596191406,-51.250999450683594,31.39670398854445,32.34003027008547
28,4901142.0,29.0,2011-02-22 20:06:00.000000,58.382999420166016,-51.44200134277344,32.28633935760697,32.99870962888248
29,4901142.0,30.0,2011-03-04 17:21:00.000000,58.750999450683594,-51.03200149536133,31.535841803156256,32.50177843530624
30,4901142.0,31.0,2011-03-14 19:58:00.000000,59.01499938964844,-50.91299819946289,31.086838681366412,32.06200057606745
31,4901142.0,32.0,2011-03-24 17:30:00.000000,59.1510009765625,-51.321998596191406,31.411763631500563,32.43940371941121
32,4901142.0,33.0,2011-04-03 20:06:00.000000,60.10200119018555,-51.2869987487793,33.09179889643792,32.57439345017255
33,4901142.0,34.0,2011-04-13 17:50:00.000000,59.518001556396484,-52.513999938964844,32.47222297288178,32.69347652253574
34,4901142.0,35.0,2011-04-23 20:10:00.000000,60.10100173950195,-51.13100051879883,31.934502116955997,32.500623055301666
35,4901142.0,36.0,2011-05-03 17:41:00.000000,59.79899978637695,-52.257999420166016,34.04907030421483,33.288051858314184
36,4901142.0,37.0,2011-05-13 20:01:00.000000,59.691001892089844,-51.74800109863281,34.155262273248375,32.919213530162516
37,4901142.0,38.0,2011-05-23 17:43:00.000000,60.06999969482422,-50.395999908447266,32.61083991736404,33.07115934640764
38,4901142.0,39.0,2011-06-02 20:08:00.000000,61.11199951171875,-49.96200180053711,35.8014577576147,35.77829549770127
39,4901142.0,40.0,2011-06-12 17:39:00.000000,61.5890007019043,-50.67599868774414,36.17000952103348,36.050917037961796
40,4901142.0,41.0,2011-06-22 18:08:00.000000,61.930999755859375,-50.909000396728516,36.003308565811984,35.151618657386386
41,4901142.0,42.0,2011-07-02 18:14:00.000000,61.99599838256836,-51.0989990234375,35.113160072686625,34.582400969536295
42,4901142.0,43.0,2011-07-12 20:05:00.000000,62.41699981689453,-51.86899948120117,33.119593726342906,32.371121388214696
43,4901142.0,44.0,2011-07-22 20:13:00.000000,62.71799850463867,-52.91400146484375,32.09970159569988,31.289771284641045
44,4901142.0,45.0,2011-08-01 18:16:59.999999,63.04600143432617,-53.042999267578125,32.870238764253784,32.64205807491814
45,4901142.0,46.0,2011-08-11 20:01:00.000000,63.04999923706055,-53.21200180053711,31.989787576823836,31.469477451879097
